,synopsis,demography,type,name,genre,score,book_status,book_cover,read,pending,following,favorite,have,abandoned,uuid
582,Información no completada,Shounen,MANHUA,Nine Days Of Martials Arts ( 2018 ),"Acción, Fantasia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f28e453adffe.jpg,30,182,243,66,35,28,b6396e4a-0079-4428-acbb-45c0167fa302
583,"Wei Suo, un pequeño cultivador casual de bajo nivel en la ciudad de Lingyue, desafortunadamente fue engañado durante una transacción y obtuvo un arma mágica de bajo nivel rota. Pero en esta arma mágica rota que no tiene valor, hay un espíritu que ha vivido durante decenas de miles de años. Como una bendición disfrazada, comienza el viaje de aventuras de Wei Suo...",Shounen,MANHUA,The road to heaven ( 2020 ),"Acción, Comedia, Harem, Romance, Aventura, Fantasia, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ff9c7262422e.jpg,84,383,559,149,90,48,2a4a91ba-ecf5-4126-a163-0f90a2ecfd88
584,"En un mundo donde el yin y el yang ha perdido su equilibrio y día se fusionó con la noche, los seres humanos y monstruos aprenden a coexistir. Nuestros trabajo es hacer todo lo posible para luchar contra los monstruos ""salvajes"" en esta historia alegre.",Shounen,MANHUA,Wang Pai Yu Shi ( 2016 ),"Acción, Comedia, Fantasia",8.79,FINALIZADO,https://otakuteca.com/images/books/cover/12158_TMOmanga170347.jpg,233,1.5K,3K,31,35,53,8d0bb895-51f6-40ce-a8e6-67cef291a63a
585,"Después del fin del mundo, un robot se encuentra con la niña del espíritu de la bestia Tao Taozhiyue y el guerrero espíritu de la bestia Shimizu. Los dos hombres y una mujer, formando equipo en busca de respuestas.",Shounen,MANHUA,Tao Yu Moshishu ( 2019 ),"Acción, Aventura, Apocalíptico, Comedia, Artes Marciales, Reencarnación, Vida Escolar",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5e1ff3855376e.jpg,13,121,206,36,16,14,9181bc48-d7cb-41f2-8112-94cf90187c0f
586,La historia de un chico (Tang Hui) de 15 años que descubre que su bonsai (Xiao Rong) es de un tipo muy especial.,Shounen,MANHUA,Yuanji - El Arte de la Jardineria - The Art Of Gardening - 园艺 ( 2016 ),"Comedia, Recuentos de la vida, Fantasia",8.38,FINALIZADO,https://otakuteca.com/images/books/cover/14286_TMOmanga025927.jpg,349,180,103,27,20,7,1b47ba0d-21b5-4d04-8744-a8df33d826e9
587,"Xiong Yang, un joven rico de una familia acomodada, se traslada a la antigüedad durante un partido de fútbol. Pensó que podría heredar los miles de millones de dólares de su padre, como hizo antes de cruzar, pero en lugar de eso, se vio arrojado a un perdedor con el mismo nombre que él. Se vio empujado y, tras ser testigo de cómo el destino del país daba un giro gracias a sus propios esfuerzos por evitar la catástrofe, estaba decidido a hacer algo grande en beneficio de las generaciones futuras.",Shounen,MANHUA,I´m not the villain,"Acción, Aventura, Fantasia, Artes Marciales",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/602447a52c9cf.jpg,62,322,448,141,88,40,5bf43d81-5152-4e7e-92d0-5266edf0b716
588,"Special Ops 500 accidentalmente teletransportado a un mundo de juegos de rol, tiene que derrotar a los 8 reyes demonios para romper la maldición de la diosa y regresar a casa. Desafortunadamente, el personaje principal tiene un error con su sistema y solo tiene 1 daño y 99999 de defensa, hace todo lo que puede para deshacerse de su maldición y hace todo lo posible para volver a casa y decide superar cada obstáculo que encuentra.",Shounen,MANHUA,Try me again if you Dare! ( 2020 ),"Acción, Aventura, Comedia, Crimen, Fantasia, Magia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/6005d0e154640.jpg,47,314,532,132,80,31,0a8e4bd9-e6c6-4586-8e8f-106774d5ca86
589,"En 2030, no tiene que trabajar. La vida se ha estandarizado ... El 95.7% de los puestos operativos son reemplazados por máquinas, por lo que las personas no necesitan trabajar. Viven logrando el bienestar de los magnates. Pronto, rechazar el trabajo pero esperar el disfrute de la vida se convirtió en un decreto general formal.",Shounen,MANHUA,Graduates - 2030 ( 2019 ),"Aventura, Comedia, Romance, Ciencia Ficción",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f02774438791.jpg,26,207,251,59,44,32,6e554d01-b078-4882-a896-b57c99253334
590,"La vida está llena de variables e incógnitas, ¿realmente puedes estar seguro de que tu elección es la correcta en el momento de tomar una decisión? Si pudiéramos entender la causa y el efecto, ¿seguiríamos tomando la misma decisión sin quejarnos? Lin Jingyue y Jin Xuanyu son una pareja cuyo matrimonio está a punto de romperse. En el camino a registrarse para el divorcio después de un acuerdo, Jingyue se perdió en un accidente automovilístico. Cuando me desperté de nuevo, me encontré de nuevo al año en que conocí a Jin Xuanyu, el único hombre que amaba en esta vida. El destino le dio la oportunidad de recrear su vida y trajo a su antiguo amante, Lance, a su nueva vida. . En este punto de partida del amor, ¿Jingyue volverá a elegir el mismo destino sin arrepentimientos o reabrirá otras posibilidades?",Shounen,MANHUA,love again ( 2020 ),"Reencarnación, Romance, Vida Escolar",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f4f289779a7f.jpg,27,229,218,80,48,19,ea317bbb-590a-490d-a48d-3d1ade38eefe
591,"Un día, el mundo comenzó a cambiar. Aparte de los seres humanos, los demonios comenzaron a aparecer en el mundo humano. Los humanos junto a los exorcistas establecieron un grupo llamado ‘Evil Hunter’ para pelear contra los demonios y así sobrevivir en todo ese caos. En momentos en que los humanos son amenazados por demonios, los <Evil Hunter> son los únicos que tiene lugar para cumplir tal tarea como lo indica su nombre.",Shounen,MANHUA,Evil Hunter ( 2020 ),"Aventura, Comedia, Demonios, Fantasia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f45b1ee3b829.jpg,38,263,356,97,51,35,d86dbf56-0ee9-42e0-9114-56927e57eefc
592,"Mi esposa es tan bella como una flor, ¡ni siquiera la emperatriz recién entronizada puede igualarla! ¡Mi mujer es tan buena cocinera que ni la cocina real de la emperatriz puede igualarla! Mi mujer me quiere y me cuida tanto que no la cambiaría por una emperatriz. ¿Qué? ¡Mi esposa es en realidad la emperatriz!",Shounen,MANHUA,¿Mi esposa es en realidad la emperatriz? ( 2020 ),"Acción, Aventura, Comedia, Artes Marciales, Militar, Romance, Samurái",7.50,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/602a535b9f308.jpg,1K,3.5K,6.9K,2.4K,1.1K,529,9a0d0984-9a2e-4075-9a23-a198feac4063
593,"Oldman, un misterioso hombre quien lleva puesta una máscara de anciano y castiga a los criminales y villanos de la ciudad, Es el ídolo de muchos, incluido un estudiante de primaria llamado Tong. Aunque el padre de Tong es un policía, él se siente avergonzado y apenado de la inhabilidad de su padre para resolver cualquier crimen. Sin embargo en el doceavo cumpleaños de Tong, algo impactante sucederá.",Shounen,MANHUA,Hero (You Ling) ( 2014 ),"Acción, Drama, Misterio, Psicológico",8.83,FINALIZADO,https://otakuteca.com/images/books/cover/10911_TMOmanga201326.jpg,168,780,836,51,50,42,70c01c92-0fff-42b9-a500-d481a8bac7c1
594,"Conocido en escuela secundaria Luo Yu como El ""Rey de la desgracia"", Lin Xiong Chen, también conocido como la ""Estrella de la calamidad"", es un estudiante de secundaria plagado de desgracias. La gente cree que incluso estar cerca de él traerá mala suerte. Debido a su interminable lucha contra la desgracia, obtuvo reflejos sobrehumanos como resultado de tener que evitar constantemente el peligro. Por casualidad, es poseído por el demonio Murk. Sin embargo incluso un demonio poderoso no puede con la poderosa mala suerte del alma de Xiong Chen. Para coexistir dentro del cuerpo de su anfitrión, Murk no tiene más remedio que enseñarle a Lin Xiong el poder de desviar su desgracia.",Shounen,MANHUA,El Rey de la Desgracia,"Acción, Comedia, Fantasia, Harem, Romance, Vida Escolar, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f53de73d9025.jpg,78,436,704,175,124,62,ea5a8185-9e87-40e3-9bf2-c78485a83cf1
595,¿Peligroso? ¡Lo que veo es la verdad enterrada! ¿Orden? ¡Lo que veo es la mayor mentira del mundo! ¿Ignorancia? ¡Estoy buscando rastros de memoria!,Shounen,MANHUA,the angel of doom,"Acción, Fantasia, Mecha, Aventura",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f4b3e810b7e5.jpg,68,391,474,98,92,46,abe1ff29-24d2-4a33-b3b2-2373e3388bff
596,"Wang Tianyu después de morir accidentalmente, recibe una propuesta para que él pueda revivir, pero el costo no será nada barato...",Shounen,MANHUA,The protagonist is a Zombie ( 2015 ),"Acción, Fantasia, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d3dc4a197ee6.jpg,38,245,475,59,38,31,90af8de0-78a0-4f43-8202-633c1215dbfc
597,"Soren Shen es un estudiante de secundaria. Siempre es un estudiante que se porta bien con sus maestros y toma a Sharon Li como su buen ejemplo, quien es lal ídolo de la escuela. Pero un día ... ¿¡Soren encontró accidentalmente los secretos de su ídolo !? Detrás de su inteligente y hermosa apariencia, ¿Qué clase de secretos desconocidos se esconden? ¿Quién será la parte más fuerte de esta relación?",Shounen,MANHUA,The Eccentric School Idol ( 2019 ),"Comedia, Drama, Historia, Romance, Vida Escolar, Recuentos de la vida",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5fa5629ca5d96.jpg,30,259,310,96,63,31,c5b05400-15aa-4130-99e6-2cfce2272697
598,"La historia tiene lugar en la era donde los humanos y las apariciones coexisten, una gran cantidad de espíritus se derramaron, lo que resultó en un fuerte desequilibrio entre el mundo Yin y Yang. Kyoto se enfrenta a una crisis sin precedentes ... ¿Puede el Onmyoji que está a cargo de proteger a Kyoto despertar sus recuerdos perdidos? ¿Y cómo reescribirá el destino destructivo de Heian-kyo? Basado en el juego del mismo nombre",Shounen,MANHUA,ONMYOJI ( 2020 ),"Acción, Aventura, Fantasia, Historia, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f1e7e5348c4b.jpg,14,121,147,39,18,12,69cdee02-45aa-4b2c-958e-0589e81dda08
599,"Ling Yue fue asesinada por su huesped y mejor amiga, y por su esposo. Para ocultar el crimen, fue arrojada en medio de la nada. Ahí fue poseida por espiritus que la llenaron de odio, y con ello puesta en el camino para vengar su muerte...",Shounen,MANHUA,Resentment ( 2016 ),"Fantasia, Sobrenatural, Horror, Psicológico, Thriller",8.75,FINALIZADO,https://otakuteca.com/images/books/cover/12039_TMOmanga072841.jpg,114,565,628,84,56,57,e8fe5c6b-7363-4db3-b1b0-6cc4e80aac88
600,"Los humanos han estado en una guerra secreta contra los Rakshasa durante miles de años. Los humanos, mediante la elaboración y el consumo de un alimento mágico llamado alimento espiritual, pueden romper los límites del cuerpo humano para luchar contra los Rakshasa, que cazan a los humanos para quitarles su energía espiritual. Gong Sun Wu Ming es un maestro de cocina de diecisiete años que dirige el restaurante Palacio Divino. Sus padres desaparecieron hace diez años, dejando sólo el Palacio Divino y un cuchillo de cocina que ha pasado de generación en generación. Pero tiene un secreto: hay un monstruo en su estómago, que le obliga a comer cantidades ingentes de comida. Cuando Gong Sun Wu Ming se ve involucrado sin querer en la guerra entre humanos y rakshasas, descubre que hay mucho más de lo que sus padres le dejaron. Sin embargo, no hay tiempo para pensar en eso: ¡una chica intenta desesperadamente que se enamore de ella!",Shounen,MANHUA,REY DE LOS ALIMENTOS ESPIRITUALES ( 2021 ),"Acción, Aventura, Artes Marciales, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/6026fd82d3a3d.jpg,88,393,562,170,105,47,f8b093cc-24c7-4d88-8dd1-97e6fdf59646
601,"El cielo tiene constelaciones, y los seres humanos tienen dientes. La tierra tiene colinas, y los seres humanos tienen pequeñas cosas.",Shounen,MANHUA,Donggou Xiojie ( 2016 ),"Acción, Drama, Fantasia, Artes Marciales",8.91,FINALIZADO,https://otakuteca.com/images/books/cover/14151_TMOmanga223038.jpg,81,328,368,17,19,32,c5e16205-549f-4790-967f-ebce300a9b7e
602,"Esta es una historia sobre un tendero astuto que juega con demonios! Un joven demonio de las regiones occidentales se encuentra con el malvado y misterioso tendero de una tienda de aromáticos. ¿Lo está tomando el tendero por buena voluntad o por algún otro propósito? de buscar fragancias, van a presenciar y experimentar muchas cosas extrañas y aventuras ... """,Shounen,MANHUA,Las maravillas de los aromáticos,"Demonios, Fantasia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ea4e57490eb1.jpg,16,137,129,39,31,12,106f8b9b-e076-4779-949c-c1f0298f9a9a
603,"Ming es un estudiante de quinto de primaria que tiene una vida estudiantil aburrida y sin sentido en la peor clase de la peor escuela de la ciudad más contaminada de todo el pais. Sin embargo un dia su compañera de escritorio Hua se convierte en la presidenta de la clase y se autoproclama ""Emperatriz"". Ahora la clase entra en una lucha contra el antiguo órden creado por los adultos.",Shounen,MANHUA,All Hail Empress Her Majesty ( 2016 ),"Acción, Comedia, Drama, Deporte, Girls Love, Vida Escolar",8.09,FINALIZADO,https://otakuteca.com/images/books/cover/11179_TMOmanga174205.jpg,236,356,354,38,19,32,11c15890-cd88-408c-99bd-b6befc3b2ca2
604,"Li Haifeng, un adolescente, irrumpió accidentalmente en la misteriosa tumba cuando tenía ocho años. El yin y el yang despertaron el alma de Xuanyuan Luoxue, el dueño de la tumba, y fue poseído por Xuanyuan Luoxue. Más tarde, Li Haifeng fue aceptado como discípulo. Diez años después…..",Shounen,MANHUA,Supreme Deity ( 2020 ),"Acción, Aventura, Comedia, Fantasia, Artes Marciales, Sobrenatural",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5fcabec637c1a.jpg,49,214,371,101,52,19,279c0f9c-568e-4827-9f09-3a1eae8c6fea
605,"Colocado en la parte posterior del cuello, el chip de emoción, de estado de ánimo. puede controlar fácilmente las emociones con un ligero toque. Veinte años después de la invención de chip de emoción, la sociedad parece estar en paz, pero la crisis del colapso de las emociones humanas se avecina. Yu Qing Le es un oficial de policía que también tiene una adicción al chip de emoción,.. Un día, se encuentra a una niña muerta clavada en el techo, que es solo el comienzo de un asesino en serie...",Shounen,MANHUA,Emotion Chip ( 2017 ),"Acción, Drama, Misterio",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5d9685e5b202d.jpg,25,191,299,36,30,23,f092e1fc-c430-4d3a-b027-d2d564aae3c5
606,"Zhou Yuan, un esclavo corporativo ordinario es exprimido por colegas y acosado por líderes. Sin embargo, el sistema se activó por accidente y fue posible viajar libremente entre el mundo moderno y el apocalíptico. La comida moderna es tan preciosa como el oro en los últimos días. Los metales que se pueden ver en todas partes en los últimos días son extremadamente escasos en los tiempos modernos. Veamos cómo Zhou Yuan llevó al sistema a hacer negocios, crear empresas y crear redes de talentos para convertirse en un legendario hombre de negocios que se encuentra en la cima del poder y la riqueza....otro de esta temática xddd, solo disfrútalo xdd",Shounen,MANHUA,Become The Richest Man In the Last Days,"Acción, Aventura, Apocalíptico, Comedia",4.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/6026c4452af84.jpg,659,1.9K,4.3K,1.3K,679,350,223a0f41-4fae-44be-9429-00f6de4b0a74
607,"Zuo Hui es un introvertido estudiante de secundaria de una familia pobre.Un día, cuando secretamente estaba trabajando, es atrapado por su madre.Después de que los dos tienen una disputa, tiene un fuerte accidente en el que cae por las alcantarillas, llega hasta una habitación sellada y rodeada por un grupo de extraños y con una cuerda alrededor de su cuello. quitar la cuerda aprieta mas ¿Dónde se encuentra ¿Quiénes son los demas? ¿Y quién es exactamente ese auto-proclamado ""Yama""?",Shounen,MANHUA,La ley de yama ( 2017 ),"Acción, Demonios, Gore",8.39,FINALIZADO,https://otakuteca.com/images/books/cover/31600_TMOManga59dfc84ddf9f7.jpg,79,203,246,26,11,30,ba6870c6-ad25-41e1-a30c-8718359f73e4
608,"Houkai Gakuen EX es una serie especial que narra las historias que hay detrás del mundo de este popular juego, También incluye diversas historias detrás de los distintos personajes del juego.",Shounen,MANHUA,Houkai Gakuen EX - Sakura Arc ( 2015 ),"Acción, Comedia, Drama, Ecchi, Fantasia, Tragedia",8.58,FINALIZADO,https://otakuteca.com/images/books/cover/12191_TMOmanga210646.jpg,178,464,449,65,50,20,3bd1e0af-7572-4bc3-9d88-feeb4d5b30a7
609,Colección de one-shots bizarros recopilados en una antología.,Shounen,MANHUA,Anthology Seton Academy: Join the Pack! ( 2020 ),"Comedia, Harem, Parodia, Vida Escolar",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5fd4e18ccfb2a.jpg,85,128,212,56,27,10,5398aea1-ad4a-45d1-9d8e-782c11d1c1dd
610,Ni siquiera hay una sinopsis en inglés. Así que luego se actualizará :v /,Shounen,MANHUA,Tale of the Sunflare ( 2016 ),"Fantasia, Girls Love, Magia",8.40,FINALIZADO,https://otakuteca.com/images/books/cover/22193_TMOManga586ceeb87b642.jpg,183,336,872,29,13,45,36ed0c5b-896c-49cb-99be-c9eb648348d7
611,Lo que cayó del techo fue una pequeña niña que luce como una de 10 años.,Shounen,MANHUA,"Whatever You Say, I Won't! ( 2018 )","Comedia, Parodia, Romance, Vida Escolar",8.67,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/6025f01dd0b1f.jpg,414,987,2K,530,318,187,24d29205-160e-4c86-9e4c-6e26cfb8e99b
612,"Jiang Xiaoya se encuentra con un soñador que ocasionalmente e inexplicablemente hereda el poder de Jiang Ziya y está involucrado en la batalla de las bestias corruptas, pero su hombre soñado Ji Min ha estado guardando la Lista de Dioses desde hace 3.000 años, abarcando la esclavitud de rencores durante miles de años ... luchando ¡Ya iniciado!",Shounen,MANHUA,Enclosure ( 2019 ),"Acción, Aventura, Comedia, Magia, Misterio, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5eea11f432dae.jpg,51,321,350,92,82,62,7e0cd110-f27f-402a-9a1f-0e8768435b19
613,Este manga trata de los sucesos que ocurren en un mundo donde cualquiera que cometa un crimen será ejecutado.,Shounen,MANHUA,Burning effect ( 2019 ),"Acción, Aventura, Apocalíptico, Fantasia, Historia, Artes Marciales",10.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5ce4b38804311.jpg,21,98,151,17,6,10,3c177e74-5d6a-4ea8-9670-3de6a36eca19
614,"Tian Jiao Lianmeng, es un misterioso y popular juego. Las leyendas dicen que sólo cinco personas puede borrarlo, y de esta manera, obtener riquezas más allá de lo imaginable. Con el fin de continuar sus aficionados Jiejie obsesión en la puerta de al lado, Luo Xiao Wei fue decidido a borrar el juego y ganar la recompensa, y también sustituir su telescopio. Sin embargo, más y más puzzles lo esperan….",Shounen,MANHUA,Tian Jiao Lianmeng ( 2015 ),"Aventura, Ecchi, Sobrenatural, Harem, Vida Escolar",8.57,FINALIZADO,https://otakuteca.com/images/books/cover/11078_TMOmanga043113.jpg,197,1.2K,1.5K,47,38,64,a27b1a23-afdc-4154-920d-ccc31f0a5217
615,"¡La tecnología del futuro ha permitido a los científicos revivir a 16 héroes feroces de la historia para determinar el más fuerte de la historia! ¿Será el Santo de la Guerra, Guan Yunchang (Guan Yu), o el señor supremo de Western Chu, Xiang Yu? ¿Será el hombre por encima de todos los demás, Lu Fengxian (Lu Bu), o el guerrero número uno de Manchuria, Oboi? ¡Uno contra uno, lucha a muerte y el ganador final verá cumplido su deseo!",Shounen,MANHUA,I Am The Strongest In History,"Acción, Historia, Artes Marciales",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/6029ef7eddf34.jpg,86,410,589,174,116,53,72806f87-104b-44d0-a0df-c0d3f9f41f82
616,"Soy un prodigio en los videojuegos, nadie puede derrotarme hasta que un día fui golpeado por una extraña energía. Ahora solo quiero estudiar. ¡Qué me está pasando, los videojuegos me resultan aburridos! ¡Ayudaa! Mi entusiasmo por los juegos se convirtió en una obsesión por estudiar.",Shounen,MANHUA,The Star of the Sea – I’m Clever! ( 2020 ),"Acción, Aventura, Comedia, Romance, Ciencia Ficción",8.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f2100beb57ca.jpg,11,128,149,28,23,10,45126dee-adaa-4076-889e-9c1636d14320
617,"Shen Zhongyi, un estudiante ordinario de secundaria, descubrió accidentalmente que la chica que le gustaba era un extraterrestre y también un miembro del personal del Departamento de Servicio al Cliente de Galaxy. El departamento responde a varios incidentes causados por turistas (extraterrestres que viven en la tierra), y ""resuelve"" el problema con las personas que ahora están involucradas (borra los recuerdos, manipula los recuerdos, e incluso destruye sus cuerpos). Para evitar ser borrado y perder la memoria de llevarse bien con ella, Shen Zhongyi comenzó una carrera laboral en el departamento de atención al cliente de la Galaxia, que llegó con mucho peligro.",Shounen,MANHUA,Galaxy Customer Service Department ( 2020 ),"Aventura, Comedia, Ciencia Ficción, Sobrenatural",6.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5fbb223650168.jpg,24,167,209,62,38,13,903a29b9-c7d2-4103-8c6d-71a63ce7839f
618,"Mo Ting, un joven nacido en una familia ancestral de cocina de Sichuan, fue diagnosticado como incapaz de sostener un cuchillo de por vida debido a una enfermedad en las manos a pesar de su inusual talento culinario. Pero frente a Mo Ting que había caído al fondo, una joven que lo señaló y gritó",Shounen,MANHUA,Dragón Chef ( 2020 ),"Aventura, Drama",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f31ed018276f.jpg,26,164,267,58,34,15,0b9d674c-defd-413c-a83f-89a31f0a948d
619,"El aprendiz mayor que practica el Tao sin emociones, Mo Huang, se aburre porque es demasiado fuerte, así que fue a ""Red Dust"" para experimentar más, pero inesperadamente se convirtió en un otaku absoluto!?",Shounen,MANHUA,The legendary Hermit Okaku,"Acción, Aventura, Comedia, Fantasia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/60e9790194568.jpg,48,326,489,114,74,29,5e83eae5-87e4-483e-a083-3ef14859b85a
620,"Un adolescente con furia en su sangre, una misteriosa mujer espadachín, y una chica oscura impredecible. ¡Es imposible distinguir entre la realidad y el mundo del juego! ¿Qué tipo de conspiración está a la espera de este súper viaje en el mundo?",Shounen,MANHUA,World of Super Sand Box ( 2016 ),"Acción, Fantasia, Realidad Virtual, Romance",8.62,FINALIZADO,https://otakuteca.com/images/books/cover/15132_TMOmanga103706.jpg,179,798,1.7K,72,63,64,ba623676-dab1-4a79-b0e7-f615d803ffdf
621,"Un Kun en el principio, el cultivo de la verdad es todo acerca de la deglución. En este mundo de fantasía, Fan Ling Xiao, el joven líder del Pabellón Celestial, evoluciona un pequeño bagre en un espíritu-kun que se traga la tierra y el cielo, convirtiéndose en un famoso maestro espiritual. Sin embargo, durante el duelo en la cima, el Espíritu Kun de alguna manera no evolucionó y se convirtió en un feroz Kun cadavérico, que abrió su boca ensangrentada y se tragó a Fan Lingxiao. Cuando se despertó de nuevo, la escena que tenía delante era muy diferente...",Shounen,MANHUA,King of Spirit Beast ( 2020 ),"Acción, Aventura, Comedia, Fantasia, Gore",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/61a9465ade919.jpg,75,340,585,156,95,39,57723e0c-b8a9-441a-a0c0-500a4e761cbd
622,"Todo empieza cuando una chica en necesidad de dinero, decide entrar a un juego virtual como personaje, sin conocer las consecuencias de sus actos.Pero dada a la peligrosa situación en la que se encuentra, su hermano decide ayudarla a ganar para poder sacarla del juego y obtener la recompensa. (sinopsis inventada )",Shounen,MANHUA,操妹狂战记 ( 2017 ),"Acción, Aventura, Comedia, Ecchi, Ciencia Ficción, Realidad Virtual",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5c71e44598a3d.jpg,23,184,308,22,14,33,b719d88e-0a5a-4d52-8a37-187a45d27bd0
623,"En un mundo donde los demonios dominan, los humanos no son mas que parte de la historia y las leyendas, Yuo Haoxiang el cual es posiblemente el ultimo humano en este mundo esta en busca de aquellos elegidos por dios para guiar al mundo los Heaven Walkers.",Shounen,MANHUA,Tian Xing Yi Shi ( 2017 ),"Acción, Artes Marciales, Aventura, Fantasia, Sobrenatural",8.55,FINALIZADO,https://otakuteca.com/images/books/cover/27618_TMOManga59446aa738493.jpg,111,401,825,29,21,47,48b86e98-35a2-48ae-aa7c-a33f5a50e766
624,"La conciencia de los seres humanos se puede separar del cuerpo. En vísperas de publicar un documento revolucionario, la Compañía captura al Dr. Ling y desaparece sin dejar rastro. Ling Hong comienza a buscar el paradero de su madre adoptiva. De manera secreta inicia a enfrentarse a The Compan para así explorar el secreto final de de la conciencia.",Shounen,MANHUA,The Eighth Consciousness ( 2018 ),"Acción, Misterio, Sobrenatural",9.25,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/38455_TMOManga5ad43e86008be.jpg,45,298,452,61,55,39,4b7b41e4-7550-4e88-ab8d-81d1e9eaedf0
625,"Lu Mingfei nunca espero tener una extraordinaria vida. El vivía contento con sus habilidades en el juego Starcraft. Todo cambia de repente cuando recibe una beca para estudiar en Chicago en Cassell College. Rápidamente pensó que era una estafa, al aceptar la oferta, será el inicio del resto su vida, los oscuros secretos de la universidad serán lo último en que deba preocuparse cuando le empiecen a hablar sobre los dragones...",Shounen,MANHUA,Dragon Raja ( 2019 ),"Acción, Fantasia",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f04dba667d09.jpg,102,636,878,214,145,78,710b2178-55ea-420b-a749-f808aa44c756
626,"Los detectives gemelos Xiaotu y Xiaohu crearon un negocio que se especializa en tratar con sucesos sobrenaturales. Sin embargo, cuando investigan lo que parece ser un caso ordinario ""sobrenatural"", una serie de acontecimientos extraños se desarrollan. Con ese fin, Xiaotu y Xiaohu conquistan las dificultades a cada paso que toman, para despejar el camino nebuloso hacia la verdad.",Shounen,MANHUA,Twin Spirit Detectives ( 2017 ),"Drama, Psicológico, Misterio, Sobrenatural",8.74,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/24439_TMOManga58e18472c026e.jpg,52,441,402,49,59,38,9d9d173f-bcc8-4005-b659-e1c0bb76ee50
627,"Nos encontramos en un mundo donde los adultos trabajan como una máquina, olvidaron todas las cosas importantes, en este mundo conocemos una niña llamada Mia, que por ciertas razones de la vida, conoce a un joven llamado Joma, que le cambiara la vida.",Shounen,MANHUA,Mia - Unjou no Neverland ( 2017 - 2017 ),"Fantasia, Misterio, Sobrenatural",8.88,FINALIZADO,https://otakuteca.com/images/books/cover/5de6f3ab82bf8.jpg,83,211,151,43,21,12,2135fed3-cc37-4bdc-a3c6-ed650ec76cb7
628,"un hombre es espiado inadvertidamente por el gran clan demonio, el cual desea capturarlo, pero en su camino conocerá personajes que lo ayudaran a defenderse de magos, demonios y espectros, todo con el fin de descubrir su talento mágico que lo ayudará a recordar su pasado glorioso.",Shounen,MANHUA,Millennium Shanhai ( 2018 ),"Acción, Fantasia, Magia, Misterio, Reencarnación, Demonios, Ciencia Ficción, Artes Marciales",8.62,FINALIZADO,https://otakuteca.com/images/books/cover/35763_TMOManga5a7bb23917a05.jpg,83,228,565,31,12,54,26c1d781-95e5-4922-a453-bbe7f23c7d0e
629,"Justo antes de su boda, el tiránico CEO, Yun Gu, murió en un accidente de coche causado por su mejor amigo. Su alma se reencarnó en LingXi Tang, la hija más joven de la familia Tang que murió a una edad temprana hace más de 10 años. Debe usar su nueva identidad para proteger su yo adolescente, investigar la razón detrás del comportamiento extraño de su mejor amigo, y exponer la verdadera personalidad de su futura esposa.",Shounen,MANHUA,"¿Delicado y Manso, Yo? ( 2019 )","Comedia, Fantasia, Género Bender, Romance",0.00,PUBLICÁNDOSE,https://otakuteca.com/images/books/cover/5f31af88465c4.jpg,30,141,155,51,26,24,5bd5af3a-4bae-4ef9-8559-23c51e81335c
